year,month,regions,districts,rainfall,NDVI,price_water,price_sorghum,price_maize,price_red_rice,price_local_goat,wage_labor,goat_to_cereals,wage_to_cereals,CMB,GAM,measles,AWD_cholera,AWD_cholera_death,malaria,security_inc,fatal,Displacement (arrivals),Displacement (departures),displacement_arrival_low,displacement_arrival_high,displacement_dep_low,displacement_dep_high,net_incoming_low,net_incoming_high,net_incoming_mean
2010,1,Awdal,Baki,0,0.13,NaN,4082.875,3550,5191.666666666667,172250,35208.333333333336,34.142857142857146,6.666666666666667,845931.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,1,Awdal,Borama,0,0.15,NaN,3663,4500,4675,170000,32250,36,7,845931.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,1,Awdal,Lughaye,0,0.09,NaN,4000,3550,4800,120000,35208.333333333336,30,6.666666666666667,845931.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,1,Awdal,Zeylac,0,0.09,NaN,6000,4000,5200,172250,40000,34.142857142857146,8,845931.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,2,Awdal,Baki,132,0.14,NaN,4082.875,3550,5191.666666666667,172250,35208.333333333336,34.142857142857146,6.666666666666667,845931.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,2,Awdal,Borama,225,0.15,NaN,2500,3000,5000,195000,29000,39,6,845931.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,2,Awdal,Lughaye,92.32,0.1,NaN,5000,4000,5000,155000,35208.333333333336,31,6.666666666666667,845931.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,2,Awdal,Zeylac,120,0.1,NaN,4082.875,3550,5600,172250,40000,34.142857142857146,7,845931.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,3,Awdal,Baki,8.3,0.19,NaN,4082.875,3550,5191.666666666667,172250,35208.333333333336,34.142857142857146,6.666666666666667,845931.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,3,Awdal,Borama,39.91,0.2,NaN,2500,3000,5000,200000,30000,40,6,835363,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,3,Awdal,Lughaye,1.65,0.14,NaN,5000,3550,5050,145750,35208.333333333336,29,6.666666666666667,845931.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,3,Awdal,Zeylac,4.32,0.13,NaN,4000,2800,6400,220000,40000,34,6,856500,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,4,Awdal,Baki,200,0.2,NaN,3544.4444444444443,3583.3333333333335,4950,241111.11111111112,37500,50.77777777777778,7.333333333333333,802410.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,4,Awdal,Borama,212,0.25,NaN,1850,3000,4500,222500,35000,49,8,788063,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,4,Awdal,Lughaye,59.18,0.13,NaN,4250,5000,4750,135000,37500,32,7.333333333333333,802410.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,4,Awdal,Zeylac,30.42,0.13,NaN,4000,3583.3333333333335,5600,240000,40000,43,7,930600,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,5,Awdal,Baki,49.68,0.18,NaN,3544.4444444444443,3583.3333333333335,4950,241111.11111111112,37500,50.77777777777778,7.333333333333333,802410.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,5,Awdal,Borama,11.98,0.25,NaN,2000,2500,4500,350000,35000,78,8,819500,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,5,Awdal,Lughaye,38.42,0.12,NaN,4000,5000,4000,155000,37500,39,7.333333333333333,802410.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,5,Awdal,Zeylac,11.5,0.12,NaN,4800,3583.3333333333335,6400,240000,40000,38,6,782000,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,6,Awdal,Baki,8.59,0.14,NaN,3544.4444444444443,3583.3333333333335,4950,241111.11111111112,37500,50.77777777777778,7.333333333333333,802410.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,6,Awdal,Borama,13.32,0.2,NaN,2500,2000,4200,395000,35000,94,8,810250,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,6,Awdal,Lughaye,0.2,0.1,NaN,4500,4000,5000,172500,37500,38,7.333333333333333,802410.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,6,Awdal,Zeylac,4.97,0.1,NaN,4000,3583.3333333333335,5600,260000,40000,46,7,684050,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,7,Awdal,Baki,36.38,0.13,NaN,3357.1428571428573,2833.3333333333335,4861.111111111111,218472.22222222222,36428.57142857143,46.888888888888886,7.714285714285714,821450,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,7,Awdal,Borama,68.94,0.2,NaN,2500,2500,4500,350000,35000,78,8,820750,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,7,Awdal,Lughaye,10.88,0.09,NaN,4500,2833.3333333333335,4650,152500,30000,34,7,821450,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,7,Awdal,Zeylac,16.51,0.1,NaN,3357.1428571428573,2833.3333333333335,5200,250000,40000,48,8,781800,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,8,Awdal,Baki,212,0.15,NaN,3357.1428571428573,2833.3333333333335,4861.111111111111,218472.22222222222,36428.57142857143,46.888888888888886,7.714285714285714,821450,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,8,Awdal,Borama,487,0.23,NaN,2500,3000,4000,235000,35000,59,9,817000,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,8,Awdal,Lughaye,150,0.09,NaN,3500,2833.3333333333335,4500,120000,36428.57142857143,34,7.714285714285714,821450,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,8,Awdal,Zeylac,254,0.1,NaN,3357.1428571428573,2833.3333333333335,5200,260000,40000,50,8,812500,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,9,Awdal,Baki,35.02,0.17,NaN,3357.1428571428573,2833.3333333333335,4861.111111111111,218472.22222222222,36428.57142857143,46.888888888888886,7.714285714285714,821450,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,9,Awdal,Borama,64.7,0.26,NaN,2000,3000,4700,251250,35000,53,7,876750,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,9,Awdal,Lughaye,8.35,0.1,NaN,4500,2833.3333333333335,5000,147500,36428.57142857143,33,7.714285714285714,821450,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,9,Awdal,Zeylac,6.09,0.11,NaN,4000,2833.3333333333335,6000,200000,40000,33,7,819900,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,10,Awdal,Baki,11.14,0.16,NaN,3186.1111111111113,2580,4861.111111111111,195833.33333333334,30714.285714285714,41.77777777777778,6.571428571428571,769946.1666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,10,Awdal,Borama,0,0.23,NaN,2500,3000,4500,280000,30000,62,7,818500,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,10,Awdal,Lughaye,0.65,0.1,NaN,4000,2580,4500,138750,30714.285714285714,35,6.571428571428571,769946.1666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,10,Awdal,Zeylac,0,0.11,NaN,2100,2580,6000,165000,30000,28,5,704950,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,11,Awdal,Baki,0,0.15,NaN,3186.1111111111113,2580,4861.111111111111,195833.33333333334,30714.285714285714,41.77777777777778,6.571428571428571,769946.1666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,11,Awdal,Borama,0.2,0.2,NaN,2250,2000,4500,280000,30000,62,7,803750,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,11,Awdal,Lughaye,0,0.1,NaN,4000,2580,4750,133750,30000,33,8,769946.1666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,11,Awdal,Zeylac,0,0.11,NaN,3000,2580,5400,165000,30000,31,6,704700,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,12,Awdal,Baki,0,0.14,NaN,3186.1111111111113,2580,4861.111111111111,195833.33333333334,30714.285714285714,41.77777777777778,6.571428571428571,769946.1666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,12,Awdal,Borama,0,0.19,NaN,2125,2500,4500,265000,30000,59,7,853125,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,12,Awdal,Lughaye,0,0.1,NaN,4500,3000,4000,125000,30714.285714285714,28,6.571428571428571,769946.1666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2010,12,Awdal,Zeylac,0,0.11,NaN,4200,2400,5600,210000,35000,38,6,734652,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,1,Awdal,Baki,0,0.14,3750,3243.75,2466.6666666666665,4819.444444444444,198611.11111111112,30428.571428571428,43.44444444444444,6.714285714285714,819143.8333333334,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,1,Awdal,Borama,0,0.17,4000,2125,2500,4575,253750,30000,55,7,858075,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,1,Awdal,Lughaye,0,0.1,3750,4000,2466.6666666666665,4500,138750,35000,35,9,819143.8333333334,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,1,Awdal,Zeylac,0,0.1,3500,4000,2500,5250,210000,30000,40,6,671000,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,2,Awdal,Baki,0,0.13,3750,3243.75,2466.6666666666665,4819.444444444444,198611.11111111112,30428.571428571428,43.44444444444444,6.714285714285714,819143.8333333334,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,2,Awdal,Borama,0,0.16,4000,2500,2000,4575,255250,30000,56,7,906750,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,2,Awdal,Lughaye,0,0.09,3750,3800,2466.6666666666665,4775,142500,30428.571428571428,38,6.714285714285714,819143.8333333334,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,2,Awdal,Zeylac,0,0.1,3500,3500,2800,4900,227000,28000,46,6,810475,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,3,Awdal,Baki,0,0.12,3750,3243.75,2466.6666666666665,4819.444444444444,198611.11111111112,30428.571428571428,43.44444444444444,6.714285714285714,819143.8333333334,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,3,Awdal,Borama,0,0.15,4000,2275,2000,5000,255250,30000,51,6,893813,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,3,Awdal,Lughaye,0,0.09,3750,3750,2466.6666666666665,5000,110000,30428.571428571428,29,6.714285714285714,819143.8333333334,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,3,Awdal,Zeylac,0,0.1,3500,3243.75,3000,4800,195000,30000,41,6,774750,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,4,Awdal,Baki,28.02,0.12,4157.142857142857,3656.4444444444443,3050,5486.111111111111,199430.55555555556,33000,41.22222222222222,6,857340,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,4,Awdal,Borama,74.4,0.14,3750,3625,3250,4500,352500,35000,78,8,960288,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,4,Awdal,Lughaye,0,0.09,4157.142857142857,4000,3050,5375,122500,33000,31,6,857340,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,4,Awdal,Zeylac,3.95,0.1,3500,2700,2700,7500,150000,24000,20,3,783475,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,5,Awdal,Baki,47.08,0.12,4157.142857142857,3656.4444444444443,3050,5486.111111111111,199430.55555555556,33000,41.22222222222222,6,857340,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,5,Awdal,Borama,12,0.17,3750,3250,3250,4250,330000,35000,78,8,949000,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,5,Awdal,Lughaye,29.22,0.09,4157.142857142857,4000,3050,5000,128750,33000,32,6,857340,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,5,Awdal,Zeylac,9.02,0.09,3500,4000,3050,6400,196000,35000,31,5,799194,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,6,Awdal,Baki,5.17,0.15,4157.142857142857,3656.4444444444443,3050,5486.111111111111,199430.55555555556,33000,41.22222222222222,6,857340,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,6,Awdal,Borama,12.59,0.21,4000,3125,3000,4875,186250,36000,38,7,899018,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,6,Awdal,Lughaye,2.9,0.09,7250,4000,3050,4875,135000,33000,34,6,857340,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,6,Awdal,Zeylac,2.64,0.09,3350,4208,3050,6600,193875,33000,29,5,753065,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,7,Awdal,Baki,20.2,0.12,5583.333333333333,4258.333333333333,4005,5182,189680.55555555556,34166.666666666664,37.55555555555556,6.333333333333333,878596,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,7,Awdal,Borama,37.03,0.17,4000,3275,3000,5000,188750,36000,38,7,909125,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,7,Awdal,Lughaye,0.76,0.09,8000,4000,4005,5000,151250,34166.666666666664,38,6.333333333333333,878596,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,7,Awdal,Zeylac,3.61,0.09,3500,4725,4005,5600,216750,35000,39,6,762025,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,8,Awdal,Baki,193,0.12,5583.333333333333,4258.333333333333,4005,5182,189680.55555555556,34166.666666666664,37.55555555555556,6.333333333333333,878596,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,8,Awdal,Borama,491,0.19,4000,3525,4000,4975,186250,35750,37,7,970975,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,8,Awdal,Lughaye,252,0.09,10000,4500,4005,5000,136000,34166.666666666664,30,6.333333333333333,878596,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,8,Awdal,Zeylac,281,0.09,3500,5250,4200,5513,258125,35000,47,6,836780,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,9,Awdal,Baki,41.67,0.14,5583.333333333333,4258.333333333333,4005,5182,189680.55555555556,34166.666666666664,37.55555555555556,6.333333333333333,878596,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,9,Awdal,Borama,59.45,0.24,3750,3150,3225,4950,173250,28250,35,6,964231,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,9,Awdal,Lughaye,15.61,0.1,10000,5000,4005,5000,152250,34166.666666666664,30,6.333333333333333,878596,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,9,Awdal,Zeylac,13.22,0.11,3500,4900,5600,5600,244500,35000,44,6,828440,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,10,Awdal,Baki,7.34,0.15,5666.666666666667,4100,3133.3333333333335,5261.111111111111,195407,33778.5,41.875,6.571428571428571,898075.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,10,Awdal,Borama,0,0.23,3500,3250,3150,4800,212000,32000,44,7,991750,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,10,Awdal,Lughaye,0,0.1,10000,4125,3133.3333333333335,5000,200000,33778.5,48,6.571428571428571,898075.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,10,Awdal,Zeylac,0,0.11,3500,5000,3133.3333333333335,5600,290000,35000,52,6,839075,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,11,Awdal,Baki,0.44,0.14,5666.666666666667,4100,3133.3333333333335,5261.111111111111,195407,33778.5,41.875,6.571428571428571,898075.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,11,Awdal,Borama,0.44,0.19,3500,3125,3250,4750,205000,33600,43,7,967625,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,11,Awdal,Lughaye,0,0.09,10000,4000,3133.3333333333335,5000,127500,30000,32,8,898075.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,11,Awdal,Zeylac,0,0.1,3500,4960,3133.3333333333335,5600,212600,35000,38,6,829995,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,12,Awdal,Baki,0,0.13,5666.666666666667,4100,3133.3333333333335,5261.111111111111,195407,33778.5,41.875,6.571428571428571,898075.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,12,Awdal,Borama,0,0.17,3500,3300,3000,6000,217063,34628,36,6,954514,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,12,Awdal,Lughaye,0,0.09,10000,4100,3133.3333333333335,5000,60500,35000,41.875,6.571428571428571,898075.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2011,12,Awdal,Zeylac,0,0.09,3500,5040,3133.3333333333335,5600,234000,35000,42,6,805495,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,1,Awdal,Baki,0,0.13,5222.222222222223,3892.5,3600,5183.333333333333,169930.55555555556,35222.22222222222,35.25,7.375,822740.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,1,Awdal,Borama,0,0.16,3500,2500,3000,6000,178750,36000,30,6,853090,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,1,Awdal,Lughaye,0,0.09,6000,3892.5,3600,5000,110000,35000,35.25,7.375,822740.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,1,Awdal,Zeylac,0,0.1,3500,5040,3600,5800,220000,35000,38,6,780365,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,2,Awdal,Baki,0,0.12,5222.222222222223,3892.5,3600,5183.333333333333,169930.55555555556,35222.22222222222,35.25,7.375,822740.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,2,Awdal,Borama,0,0.15,3500,2600,3100,6200,185500,36000,30,6,895850,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,2,Awdal,Lughaye,0,0.09,10000,4000,3600,4500,100750,35000,25,9,822740.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,2,Awdal,Zeylac,0,0.09,3500,4200,3600,4900,227375,35000,46,7,757575,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,3,Awdal,Baki,0.24,0.11,5222.222222222223,3892.5,3600,5183.333333333333,169930.55555555556,35222.22222222222,35.25,7.375,822740.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,3,Awdal,Borama,2.48,0.14,3500,1900,3500,4750,228000,30000,48,6,885750,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,3,Awdal,Lughaye,0,0.09,10000,3900,3600,5000,82500,40000,21,11,822740.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,3,Awdal,Zeylac,0,0.09,3500,7000,4800,4500,196500,35000,44,8,763814,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,4,Awdal,Baki,105,0.12,5777.777777777777,3955.5555555555557,3508.3333333333335,5183.333333333333,213486.11111111112,38611.11111111111,43.44444444444444,8,893887.1666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,4,Awdal,Borama,126,0.16,3000,2900,3500,4750,255000,33500,54,7,979500,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,4,Awdal,Lughaye,12.37,0.09,10000,4000,3508.3333333333335,5000,145000,45000,36,12,893887.1666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,4,Awdal,Zeylac,11.35,0.09,4000,5400,3508.3333333333335,6400,220000,40000,34,6,739500,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,5,Awdal,Baki,28.52,0.12,5777.777777777777,3955.5555555555557,3508.3333333333335,5183.333333333333,213486.11111111112,38611.11111111111,43.44444444444444,8,893887.1666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,5,Awdal,Borama,11.34,0.19,4000,2500,3500,4550,283250,38500,62,8,902675,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,5,Awdal,Lughaye,6.65,0.08,10000,4000,3508.3333333333335,5000,140000,35000,35,9,893887.1666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,5,Awdal,Zeylac,2.8,0.09,3500,4900,3508.3333333333335,5600,253750,36250,45,6,901975,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,6,Awdal,Baki,4.04,0.11,5777.777777777777,3955.5555555555557,3508.3333333333335,5183.333333333333,213486.11111111112,38611.11111111111,43.44444444444444,8,893887.1666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,6,Awdal,Borama,7.52,0.17,4000,2500,3525,4750,208750,43000,44,9,931188,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,6,Awdal,Lughaye,2.98,0.08,10000,4500,3508.3333333333335,5000,148750,40000,33,9,893887.1666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,6,Awdal,Zeylac,1.51,0.08,3500,4900,3508.3333333333335,5600,266875,36250,48,6,908485,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,7,Awdal,Baki,7.52,0.11,4062.5,3725,4112.5,4981.25,222109.375,42625,47.42857142857143,9.142857142857142,950189.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,7,Awdal,Borama,65.93,0.17,4000,2500,3525,4725,241250,52250,51,11,973675,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,7,Awdal,Lughaye,41.74,0.08,5000,3500,4112.5,4750,140000,32000,40,10,950189.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,7,Awdal,Zeylac,103,0.08,3500,5075,4250,5600,256250,36250,46,6,937400,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,8,Awdal,Baki,135,0.12,4062.5,3725,4112.5,4981.25,222109.375,42625,47.42857142857143,9.142857142857142,950189.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,8,Awdal,Borama,277,0.2,4000,2550,3600,4375,209250,52250,48,12,979981,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,8,Awdal,Lughaye,32.31,0.08,5000,3725,4112.5,4750,160000,40000,47.42857142857143,9.142857142857142,950189.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,8,Awdal,Zeylac,47.84,0.09,3500,4900,4900,5600,271250,36250,48,6,944675,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,9,Awdal,Baki,16.44,0.13,4062.5,3725,4112.5,4981.25,222109.375,42625,47.42857142857143,9.142857142857142,950189.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,9,Awdal,Borama,23.38,0.22,4000,2550,3500,4450,228000,52000,51,12,946256,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,9,Awdal,Lughaye,0.2,0.08,4062.5,3725,4112.5,4981.25,222109.375,42625,47.42857142857143,9.142857142857142,950189.5,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,9,Awdal,Zeylac,0.22,0.1,3500,5000,4900,5600,270875,40000,48,7,919150,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,10,Awdal,Baki,33.95,0.13,3412.5,3885.8333333333335,3706.6666666666665,5040,246586.11111111112,42471.666666666664,54.666666666666664,9,925539.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,10,Awdal,Borama,0.02,0.19,4000,2640,3900,4500,219800,52220,49,12,944115,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,10,Awdal,Lughaye,19.35,0.09,3412.5,3885.8333333333335,3706.6666666666665,5000,240000,40000,54.666666666666664,9,925539.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,10,Awdal,Zeylac,13.96,0.1,3700,5480,5000,5900,287000,40000,49,7,928375,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,11,Awdal,Baki,0,0.13,3412.5,3885.8333333333335,3706.6666666666665,5040,246586.11111111112,42471.666666666664,54.666666666666664,9,925539.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,11,Awdal,Borama,0,0.17,4000,2375,4000,4500,232375,51525,52,11,915063,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,11,Awdal,Lughaye,0,0.09,2000,3885.8333333333335,3706.6666666666665,4500,156250,35000,54.666666666666664,9,925539.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,11,Awdal,Zeylac,0,0.1,3600,5000,2340,5760,234000,36000,41,6,892935,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,12,Awdal,Baki,0,0.13,3412.5,3885.8333333333335,3706.6666666666665,5040,246586.11111111112,42471.666666666664,54.666666666666664,9,925539.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,12,Awdal,Borama,0,0.16,4000,2220,4000,4500,418600,52500,93,12,930200,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,12,Awdal,Lughaye,0,0.09,2000,3885.8333333333335,3706.6666666666665,4500,156250,35000,54.666666666666664,9,925539.6666666666,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
2012,12,Awdal,Zeylac,0,0.09,4000,5600,3000,6200,275000,40000,44,6,942550,NaN,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0
